"Participant","Sex","Condition","Item","Real","Attractive","Beauty"
"S105","Male","AI-Generated","NF-1012",0.166666666666667,0.5,0.333333333333333
"S105","Male","Photograph","NF-1097",0.333333333333333,0.666666666666667,0.5
"S105","Male","Photograph","NF-1098",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1110",0.666666666666667,0.5,0.166666666666667
"S105","Male","Photograph","NF-1041",0.333333333333333,0.666666666666667,0.333333333333333
"S105","Male","AI-Generated","NF-1071",0.166666666666667,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1017",0.5,0.5,0.166666666666667
"S105","Male","AI-Generated","NF-1067",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1076",0.666666666666667,0.833333333333333,0.5
"S105","Male","Photograph","NF-1089",0.166666666666667,0.5,0.166666666666667
"S105","Male","Photograph","NF-1088",0.5,0.5,0.166666666666667
"S105","Male","Photograph","NF-1065",0.833333333333333,0.333333333333333,0.166666666666667
"S105","Male","AI-Generated","NF-1086",0.666666666666667,0.5,0.5
"S105","Male","Photograph","NF-1080",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1087",0.666666666666667,0,0
"S105","Male","Photograph","NF-1048",0.333333333333333,0.5,0.166666666666667
"S105","Male","AI-Generated","NF-1008",0.666666666666667,0.666666666666667,0.333333333333333
"S105","Male","Photograph","NF-1072",0.5,0.666666666666667,0.5
"S105","Male","Photograph","NF-1077",0.666666666666667,0,0
"S105","Male","AI-Generated","NF-1022",0.5,0.5,0.333333333333333
"S105","Male","Photograph","NF-1015",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1094",0.666666666666667,0.666666666666667,0.5
"S105","Male","AI-Generated","NF-1047",0.333333333333333,0.333333333333333,0.166666666666667
"S105","Male","Photograph","NF-1031",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1046",0.666666666666667,0.666666666666667,0.333333333333333
"S105","Male","Photograph","NF-1023",0.5,0.333333333333333,0.5
"S105","Male","Photograph","NF-1006",0.666666666666667,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1024",0.5,0.5,0.5
"S105","Male","Photograph","NF-1026",0.333333333333333,0.5,0.166666666666667
"S105","Male","AI-Generated","NF-1085",0.333333333333333,0.5,0.333333333333333
"S105","Male","Photograph","NF-1079",0.333333333333333,0.166666666666667,0
"S105","Male","AI-Generated","NF-1084",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1096",0.333333333333333,0.333333333333333,0.333333333333333
"S105","Male","Photograph","NF-1063",0.333333333333333,0.833333333333333,0.666666666666667
"S105","Male","Photograph","NF-1025",0.5,0.166666666666667,0
"S105","Male","Photograph","NF-1020",0.5,0.5,0.333333333333333
"S105","Male","AI-Generated","NF-1103",0.166666666666667,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1045",0.5,0.333333333333333,0.5
"S105","Male","AI-Generated","NF-1001",0.5,0,0
"S105","Male","AI-Generated","NF-1107",0.666666666666667,0.333333333333333,0.166666666666667
"S105","Male","AI-Generated","NF-1053",0.5,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1049",0.5,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1037",0.666666666666667,0.333333333333333,0.5
"S105","Male","AI-Generated","NF-1021",0.5,0.166666666666667,0.5
"S105","Male","Photograph","NF-1034",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1095",0.5,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1069",0.666666666666667,0.166666666666667,0.333333333333333
"S105","Male","AI-Generated","NF-1016",0.666666666666667,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1106",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1054",0.333333333333333,0.5,0.333333333333333
"S105","Male","Photograph","NF-1075",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1062",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1004",0.666666666666667,0,0
"S105","Male","Photograph","NF-1061",0.5,0.166666666666667,0.5
"S105","Male","AI-Generated","NF-1108",0.5,0.166666666666667,0.5
"S105","Male","AI-Generated","NF-1083",0.333333333333333,0.5,0.5
"S105","Male","Photograph","NF-1082",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1109",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1100",0.666666666666667,0.166666666666667,0.5
"S105","Male","Photograph","NF-1050",0.333333333333333,0,0
"S105","Male","AI-Generated","NF-1057",0.166666666666667,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1036",0.666666666666667,0.166666666666667,0.333333333333333
"S105","Male","AI-Generated","NF-1040",0.666666666666667,0.5,0.166666666666667
"S105","Male","AI-Generated","NF-1003",0.666666666666667,0.333333333333333,0.333333333333333
"S105","Male","Photograph","NF-1059",0.666666666666667,0,0
"S105","Male","AI-Generated","NF-1044",0.5,0.5,0.5
"S105","Male","AI-Generated","NF-1018",0.5,0.333333333333333,0.166666666666667
"S105","Male","Photograph","NF-1042",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1066",0.333333333333333,0.166666666666667,0
"S105","Male","AI-Generated","NF-1039",0.333333333333333,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1013",0.666666666666667,0.5,0.166666666666667
"S105","Male","Photograph","NF-1093",0.666666666666667,0,0.166666666666667
"S105","Male","AI-Generated","NF-1032",0.666666666666667,0.5,0.333333333333333
"S105","Male","AI-Generated","NF-1060",0.666666666666667,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1005",0.5,0.166666666666667,0.333333333333333
"S105","Male","Photograph","NF-1028",0.5,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1099",0.5,0,0.166666666666667
"S105","Male","Photograph","NF-1101",0.5,0.166666666666667,0.5
"S105","Male","Photograph","NF-1009",0.5,0.166666666666667,0.5
"S105","Male","AI-Generated","NF-1105",0.666666666666667,0.166666666666667,0.166666666666667
"S105","Male","AI-Generated","NF-1030",0.5,0,0.166666666666667
"S105","Male","AI-Generated","NF-1002",0.666666666666667,0.166666666666667,0.166666666666667
"S105","Male","Photograph","NF-1043",0.5,0,0.166666666666667
"S105","Male","Photograph","NF-1068",0.333333333333333,0,0.333333333333333
"S105","Male","AI-Generated","NF-1056",0.5,0.166666666666667,0.5
"S105","Male","AI-Generated","NF-1051",0.5,0.166666666666667,0.5
"S145","Female","Photograph","NF-1056",0.666666666666667,0.333333333333333,0.666666666666667
"S145","Female","Photograph","NF-1072",0.166666666666667,0.5,0.666666666666667
"S145","Female","Photograph","NF-1071",0.166666666666667,0.166666666666667,0.333333333333333
"S145","Female","Photograph","NM-1029",0.833333333333333,0,0
"S145","Female","AI-Generated","NM-1104",0.333333333333333,0,0
"S145","Female","Photograph","NF-1063",0.166666666666667,0.666666666666667,0.833333333333333
"S145","Female","Photograph","NF-1051",0.166666666666667,0.5,0.5
"S145","Female","Photograph","NF-1030",0.166666666666667,0.5,0.333333333333333
"S145","Female","AI-Generated","NF-1084",0.166666666666667,0.333333333333333,0.333333333333333
"S145","Female","Photograph","NF-1037",0.166666666666667,0.166666666666667,0.333333333333333
"S145","Female","Photograph","NM-1010",0.333333333333333,0,0
"S145","Female","AI-Generated","NF-1076",0.666666666666667,0.5,0.5
"S145","Female","Photograph","NF-1006",0.666666666666667,0,0
"S145","Female","Photograph","NF-1034",0.833333333333333,0,0
"S145","Female","Photograph","NF-1002",0.833333333333333,0.333333333333333,0.666666666666667
"S145","Female","AI-Generated","NF-1040",0.833333333333333,0.166666666666667,0.166666666666667
"S145","Female","AI-Generated","NM-1091",0.666666666666667,0.333333333333333,0.333333333333333
"S145","Female","Photograph","NM-1011",0.833333333333333,0.5,0.5
"S145","Female","Photograph","NM-1035",0.833333333333333,0.666666666666667,0.666666666666667
"S145","Female","AI-Generated","NF-1059",0.333333333333333,0.5,0.5
"S145","Female","Photograph","NF-1009",0.833333333333333,0.5,0.666666666666667
"S145","Female","AI-Generated","NF-1085",0.833333333333333,0.5,0.5
"S145","Female","Photograph","NF-1060",0.666666666666667,0.5,0.666666666666667
"S145","Female","AI-Generated","NF-1046",0.833333333333333,0.666666666666667,0.666666666666667
"S145","Female","Photograph","NF-1020",0.166666666666667,0.833333333333333,0.833333333333333
